user,total_logons,off_hours_ratio,weekend_ratio,unique_pc_count,hour_variance,device_connects,device_disconnects,missing_disconnects,file_operations,suspicious_file_ops,removable_media_ops,off_hours_ratio_normalized,weekend_ratio_normalized,unique_pc_count_normalized,hour_variance_normalized,missing_disconnects_normalized,suspicious_file_ops_normalized,removable_media_ops_normalized,risk_score,risk_level
ALS2669,712,0.4550561797752809,0.0,1,4.482997399124556,0,0,0,35,0,0,0.4550561797752809,0.0,0.0008156606851549756,0.5743312482714009,0.0,0.0,0,0.19652160223618917,low
AME1361,712,1.0,0.0,1,5.5130518244809235,0,0,0,0,0,0,1.0,0.0,0.0008156606851549756,0.7062948412054343,0.0,0.0,0,0.3861172275746743,medium
AME1490,973,0.40184994861253853,0.05858170606372045,17,4.4787971887846565,2608,2596,12,7383,4945,0,0.40184994861253853,0.19076606846391017,0.013866231647634585,0.5737931457848843,0.41379310344827586,0.5868043194493888,0,0.5548970854492847,medium
ANH3059,712,0.48174157303370785,0.0,1,3.509075259272706,0,0,0,69,0,0,0.48174157303370785,0.0,0.0008156606851549756,0.44955894338237784,0.0,0.0,0,0.19504282454199787,low
ARG0441,988,0.7196356275303644,0.0,1,5.1597115672457825,0,0,0,831,0,0,0.7196356275303644,0.0,0.0008156606851549756,0.6610272818171496,0.0,0.0,0,0.2904290995522152,low
ARL2672,712,0.5,0.0,1,4.523382389600168,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.5795050995869998,0.0,0.0,0,0.21169007423574257,low
BKS1860,712,0.5,0.0,1,4.5031634450304185,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.5769147854200226,0.0,0.0,0,0.21147763145517154,low
BNC1497,712,0.5,0.0,1,4.526478434340075,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.5799017438590938,0.0,0.0,0,0.2117226047346046,low
CJJ1491,712,0.5,0.0,1,4.5280250084788145,0,0,0,31,0,0,0.5,0.0,0.0008156606851549756,0.5800998804575714,0.0,0.0,0,0.2117388547673034,low
DAR3637,712,1.0,0.0,1,5.503866432814956,0,0,0,10,0,0,1.0,0.0,0.0008156606851549756,0.7051180710689164,0.0,0.0,0,0.3860207156059402,medium
EAH3107,712,0.48174157303370785,0.0,1,4.503974024457745,0,0,0,226,0,0,0.48174157303370785,0.0,0.0008156606851549756,0.5770186313634554,0.0,0.0,0,0.20549634051724866,low
EBC3242,712,1.0,0.0,1,5.503866432814956,0,0,0,20,0,0,1.0,0.0,0.0008156606851549756,0.7051180710689164,0.0,0.0,0,0.3860207156059402,medium
ECB1683,922,0.9718004338394793,0.010845986984815618,27,6.143230661767046,3077,3057,20,403,261,0,0.9718004338394793,0.03531898325824573,0.02202283849918434,0.7870290835057838,0.6896551724137931,0.03097187611249555,0,0.5751448484858999,medium
EKK0503,712,0.5,0.0,1,5.003514938922687,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.6410164282444696,0.0,0.0,0,0.2167348822606549,low
ENH3969,576,0.6927083333333334,0.0,16,5.081894545729283,0,0,0,7,0,0,0.6927083333333334,0.0,0.013050570962479609,0.6510578923383467,0.0,0.0,0,0.2827846503324663,low
EPC3889,980,0.3622448979591837,0.0,1,4.304063060561811,0,0,0,632,0,0,0.3622448979591837,0.0,0.0008156606851549756,0.5514073933422352,0.0,0.0,0,0.16419411252100657,low
FFP2270,1077,0.34540389972144847,0.035283194057567316,21,4.2196002190371145,0,0,0,215,0,0,0.34540389972144847,0.11489655500797562,0.017128874388254486,0.5405865864385994,0.0,0.0,0,0.1793039939499073,low
FNM1482,712,0.4957865168539326,0.0,1,4.510319399307755,0,0,0,54,0,0,0.4957865168539326,0.0,0.0008156606851549756,0.5778315577905526,0.0,0.0,0,0.21017055655538686,low
FSP0703,994,0.358148893360161,0.0,1,3.445557817579229,0,0,0,50,0,0,0.358148893360161,0.0,0.0008156606851549756,0.4414215191710802,0.0,0.0,0,0.15382997534425039,low
HAF1891,128,0.359375,0.0,1,3.88800364486965,0,0,0,5,0,0,0.359375,0.0,0.0008156606851549756,0.49810468038143535,0.0,0.0,0,0.15888103770620607,low
HCH3338,712,0.5098314606741573,0.0,1,5.014315817940351,0,0,0,0,0,0,0.5098314606741573,0.0,0.0008156606851549756,0.6424001636733266,0.0,0.0,0,0.22007364945851335,low
HJG3868,712,0.5,0.0,1,3.5248215122941784,0,0,0,130,0,0,0.5,0.0,0.0008156606851549756,0.45157624661685786,0.0,0.0,0,0.20119808002642503,low
HNV3655,712,1.0,0.0,1,5.503866432814956,0,0,0,3,0,0,1.0,0.0,0.0008156606851549756,0.7051180710689164,0.0,0.0,0,0.3860207156059402,medium
HUM0431,712,0.5,0.0,1,4.5187310664455875,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.5789092035835791,0.0,0.0,0,0.21164120224735145,low
HZM3056,712,0.48314606741573035,0.0,1,3.5118798031670178,0,0,0,0,0,0,0.48314606741573035,0.0,0.0008156606851549756,0.4499182425414553,0.0,0.0,0,0.19553304665322,low
IGB1902,712,0.40870786516853935,0.0,1,4.438973228112641,0,0,0,65,0,0,0.40870786516853935,0.0,0.0008156606851549756,0.5686911698059697,0.0,0.0,0,0.18085413850203497,low
IHS0816,991,0.3703329969727548,0.0,1,4.287845621711463,0,0,0,86,0,0,0.3703329969727548,0.0,0.0008156606851549756,0.5493297249722949,0.0,0.0,0,0.16667707285542732,low
INJ3876,652,0.5,0.0,1,3.5131844682497047,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.4500853873909397,0.0,0.0,0,0.20107580826362814,low
IYM3865,984,0.3597560975609756,0.0,1,3.099797908613708,0,0,0,55,0,0,0.3597560975609756,0.0,0.0008156606851549756,0.397125102635761,0.0,0.0,0,0.15072429099013313,low
JBL3189,712,0.5,0.0,1,4.00281195113815,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.5128131425955756,0.0,0.0,0,0.2062203806496882,low
JCC1381,712,0.5,0.0,1,4.015425620617451,0,0,0,60,0,0,0.5,0.0,0.0008156606851549756,0.5144291204542165,0.0,0.0,0,0.2063529139284725,low
JGM3588,712,1.0,0.0,1,6.023951565372533,0,0,0,115,0,0,1.0,0.0,0.0008156606851549756,0.771747853956482,0.0,0.0,0,0.39148531002693127,medium
KBP2753,712,1.0,0.0,1,5.5176339529507885,0,0,0,38,0,0,1.0,0.0,0.0008156606851549756,0.706881872454739,0.0,0.0,0,0.3861653725265393,medium
KFB2257,90,0.5,0.0,1,5.028011423654932,0,0,0,19,0,0,0.5,0.0,0.0008156606851549756,0.644154751870818,0.0,0.0,0,0.21699226964864546,low
KHC3350,712,0.5098314606741573,0.0,1,5.014315817940351,0,0,0,0,0,0,0.5098314606741573,0.0,0.0008156606851549756,0.6424001636733266,0.0,0.0,0,0.22007364945851335,low
KPO3619,712,0.46207865168539325,0.0,1,3.980327221261891,0,0,0,0,0,0,0.46207865168539325,0.0,0.0008156606851549756,0.509932551368956,0.0,0.0,0,0.1935437609777126,low
LBF1992,712,0.9873595505617978,0.0,1,5.509158491881856,0,0,0,30,0,0,0.9873595505617978,0.0,0.0008156606851549756,0.7057960538155521,0.0,0.0,0,0.3819295298723701,medium
MDP0161,993,0.7170191339375629,0.0,1,4.720075320936277,0,0,0,82,0,0,0.7170191339375629,0.0,0.0008156606851549756,0.6047040650832745,0.0,0.0,0,0.284951431379242,low
MKR2258,712,0.5,0.0,1,5.003514938922687,0,0,0,138,0,0,0.5,0.0,0.0008156606851549756,0.6410164282444696,0.0,0.0,0,0.2167348822606549,low
MNW2267,1037,0.3471552555448409,0.0,31,4.233892097212382,0,0,0,620,0,0,0.3471552555448409,0.0,0.02528548123980424,0.5424175650231837,0.0,0.0,0,0.16252030279084964,low
NCS3577,712,1.0,0.0,1,6.0178924772488775,0,0,0,65,0,0,1.0,0.0,0.0008156606851549756,0.7709716046447771,0.0,0.0,0,0.39142164648978306,medium
NEC2446,712,0.5,0.0,1,4.5006632394535275,0,0,0,70,0,0,0.5,0.0,0.0008156606851549756,0.5765944760238603,0.0,0.0,0,0.2114513615070582,low
NTH2822,712,0.5112359550561798,0.0,1,5.015855326734768,0,0,0,10,0,0,0.5112359550561798,0.0,0.0008156606851549756,0.6425973951077673,0.0,0.0,0,0.22055057970016168,low
ORJ1401,712,0.5,0.0,1,5.003514938922687,0,0,0,26,0,0,0.5,0.0,0.0008156606851549756,0.6410164282444696,0.0,0.0,0,0.2167348822606549,low
PHO1937,1190,0.3033613445378151,0.0,87,3.2870553940023686,0,0,0,168,0,0,0.3033613445378151,0.0,0.07096247960848287,0.42111526273543787,0.0,0.0,0,0.14569720744368675,low
RAB1712,712,0.5,0.0,1,4.5031634450304185,0,0,0,151,0,0,0.5,0.0,0.0008156606851549756,0.5769147854200226,0.0,0.0,0,0.21147763145517154,low
RCJ0557,712,0.5,0.0,1,4.00281195113815,0,0,0,95,0,0,0.5,0.0,0.0008156606851549756,0.5128131425955756,0.0,0.0,0,0.2062203806496882,low
RJO1791,712,0.9367977528089888,0.0,1,5.4609921413663685,0,0,0,0,0,0,0.9367977528089888,0.0,0.0008156606851549756,0.6996253073811152,0.0,0.0,0,0.3648362804448287,medium
SGR1164,790,0.9164556962025316,0.0,37,5.3469005592470715,0,0,0,0,0,0,0.9164556962025316,0.0,0.030179445350734094,0.6850086670081739,0.0,0.0,0,0.36178064959839057,medium
SME0418,712,0.47752808988764045,0.0,1,4.498640294937095,0,0,0,19,0,0,0.47752808988764045,0.0,0.0008156606851549756,0.5763353100806604,0.0,0.0,0,0.20405803507052103,low
SML1923,1170,0.3076923076923077,0.0,82,3.7438067126545738,134,131,3,816,503,0,0.3076923076923077,0.0,0.06688417618270799,0.4796311465595857,0.10344827586206896,0.059689094576955024,0,0.20117769637310373,low
SVM0077,712,0.5,0.0,1,4.020137435668005,0,0,0,11,0,0,0.5,0.0,0.0008156606851549756,0.5150327662694332,0.0,0.0,0,0.20640242151218552,low
TSS3643,712,1.0,0.0,1,5.503866432814956,0,0,0,15,0,0,1.0,0.0,0.0008156606851549756,0.7051180710689164,0.0,0.0,0,0.3860207156059402,medium
VAB1526,864,0.5706018518518519,0.01273148148148148,1,5.4408223556434265,375,372,3,5844,4008,0,0.5706018518518519,0.041458926875593535,0.0008156606851549756,0.6970412911124718,0.10344827586206896,0.47561409754360984,0,0.4717800907830071,medium
VSF0004,712,0.4789325842696629,0.0,1,4.000021482187609,0,0,0,84,0,0,0.4789325842696629,0.0,0.0008156606851549756,0.5124556466229169,0.0,0.0,0,0.1992797441908109,low
VTB2147,712,0.49859550561797755,0.0,1,4.501913735201081,0,0,0,78,0,0,0.49859550561797755,0.0,0.0008156606851549756,0.5767546810651996,0.0,0.0,0,0.21100374616464498,low
WRM2803,1284,0.3076323987538941,0.0,127,4.102160794724788,0,0,0,36,0,0,0.3076323987538941,0.0,0.10358890701468189,0.5255410432101458,0.0,0.0,0,0.1610144303984309,low
XBL3922,712,0.49859550561797755,0.0,1,4.501913735201081,0,0,0,14,0,0,0.49859550561797755,0.0,0.0008156606851549756,0.5767546810651996,0.0,0.0,0,0.21100374616464498,low
YFT1382,1218,0.29802955665024633,0.0,103,3.3078314451716837,0,0,0,74,0,0,0.29802955665024633,0.0,0.08401305057096248,0.4237769496247841,0.0,0.0,0,0.14630703924460792,low
AAP1942,986,0.36004056795131845,0.0,1,3.4708477219164204,0,0,0,66,0,0,0.36004056795131845,0.0,0.0008156606851549756,0.4446614903406998,0.0,0.0,0,0.15471627668708987,low
ACW1707,712,1.0,0.0,1,5.519159767907383,0,0,0,49,0,0,1.0,0.0,0.0008156606851549756,0.7070773495274724,0.0,0.0,0,0.38618140444011906,medium
AOC0982,977,0.36438075742067555,0.0,1,3.8992822502632647,3071,3054,17,8959,5960,0,0.36438075742067555,0.0,0.0008156606851549756,0.49954961887632277,0.5862068965517241,0.707250504331316,0,0.594896991691014,medium
BBV3875,712,0.5,0.0,1,3.518458369450358,0,0,0,7,0,0,0.5,0.0,0.0008156606851549756,0.45076104387479643,0.0,0.0,0,0.20113122175129355,low
BDP0031,1235,0.5894736842105263,0.0,101,4.441808150228461,145,143,2,745,485,0,0.5894736842105263,0.0,0.08238172920065252,0.5690543608169324,0.06896551724137931,0.05755310312092085,0,0.29413397296561383,low
BMC3061,986,0.36105476673427994,0.0,1,3.095091673461165,0,0,0,61,0,0,0.36105476673427994,0.0,0.0008156606851549756,0.396522171679266,0.0,0.0,0,0.151100879762422,low
BMM3328,991,0.36629667003027244,0.0,1,4.28571994511076,146,143,3,371,255,0,0.36629667003027244,0.0,0.0008156606851549756,0.5490573976906102,0.10344827586206896,0.030259878960484158,0,0.20319201587038913,low
BVD3974,712,1.0,0.0,1,6.0178924772488775,0,0,0,16,0,0,1.0,0.0,0.0008156606851549756,0.7709716046447771,0.0,0.0,0,0.39142164648978306,medium
CDW0986,712,0.449438202247191,0.0,1,4.46702600606184,0,0,0,30,0,0,0.449438202247191,0.0,0.0008156606851549756,0.5722851016204717,0.0,0.0,0,0.19451077118743282,low
CFS1611,994,0.34808853118712274,0.0,1,3.441935559314201,0,0,0,115,0,0,0.34808853118712274,0.0,0.0008156606851549756,0.44095745998797176,0.0,0.0,0,0.15049154196507944,low
CJS1932,712,0.5,0.0,1,4.526478434340075,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.5799017438590938,0.0,0.0,0,0.2117226047346046,low
CKH2797,711,0.5161744022503516,0.0,1,5.0220069960069145,0,0,0,12,0,0,0.5161744022503516,0.0,0.0008156606851549756,0.6433855052888515,0.0,0.0,0,0.22223530898452123,low
CMA1475,712,0.5,0.0,1,4.534201673204136,0,0,0,61,0,0,0.5,0.0,0.0008156606851549756,0.5808911928867379,0.0,0.0,0,0.21180375369535454,low
CMR1470,1249,0.29143314651721375,0.0,115,3.663019920937329,0,0,0,486,0,0,0.29143314651721375,0.0,0.09380097879282219,0.4692812902469616,0.0,0.0,0,0.14948054587472787,low
CQH1505,712,0.45786516853932585,0.0,1,4.473123284569972,0,0,0,0,0,0,0.45786516853932585,0.0,0.0008156606851549756,0.5730662436254432,0.0,0.0,0,0.19733936266737087,low
CSL0428,1052,0.3897338403041825,0.0028517110266159697,1,4.289658240200731,1080,1067,13,2138,1435,0,0.3897338403041825,0.009286341035390465,0.0008156606851549756,0.549561945370144,0.4482758620689655,0.1702859855227246,0,0.35470843270943797,medium
CTJ2794,942,0.4012738853503185,0.0,95,4.591730661695068,0,0,0,10,0,0,0.4012738853503185,0.0,0.07748776508972267,0.5882614170537739,0.0,0.0,0,0.19259682472144077,low
DBC3871,1300,0.2623076923076923,0.08692307692307692,91,2.886755346062696,1161,1148,13,2001,1347,0,0.2623076923076923,0.28305719921104533,0.07422512234910278,0.3698315331795854,0.4482758620689655,0.1598433606265575,0,0.35083018281496176,medium
DLG2673,712,0.5,0.0,1,4.5311152652370135,0,0,0,13,0,0,0.5,0.0,0.0008156606851549756,0.5804957832126705,0.0,0.0,0,0.21177132445117466,low
DTT1716,712,0.5,0.0,1,4.517178686464612,0,0,0,86,0,0,0.5,0.0,0.0008156606851549756,0.5787103231799368,0.0,0.0,0,0.21162489121199926,low
EZB3892,983,0.37639877924720244,0.0,1,4.309764829391554,1441,1431,10,1730,1111,0,0.37639877924720244,0.0,0.0008156606851549756,0.5521378653273362,0.3448275862068966,0.1318381393141094,0,0.30780273190353147,medium
FNM2124,712,0.5,0.0,1,4.523382389600168,3055,3037,18,8412,5723,0,0.5,0.0,0.0008156606851549756,0.5795050995869998,0.6206896551724138,0.679126616826866,0,0.642896781546222,medium
GER1997,1120,0.7169642857142857,0.026785714285714284,19,5.044315296795138,0,0,0,46,0,0,0.7169642857142857,0.08722527472527472,0.015497553017944535,0.6462434936162631,0.0,0.0,0,0.3050559529806749,medium
GNG2812,711,0.46835443037974683,0.0,1,4.978933851170204,0,0,0,0,0,0,0.46835443037974683,0.0,0.0008156606851549756,0.6378672658524706,0.0,0.0,0,0.2060950500820318,low
GWM1366,712,1.0,0.0,1,5.520684803342954,0,0,0,61,0,0,1.0,0.0,0.0008156606851549756,0.7072727267332545,0.0,0.0,0,0.3861974281631816,medium
HJV1586,712,0.5,0.0,1,4.0169973314800975,0,0,0,60,0,0,0.5,0.0,0.0008156606851549756,0.514630477399425,0.0,0.0,0,0.20636942807562605,low
HSH0292,712,0.5,0.0,1,4.0169973314800975,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.514630477399425,0.0,0.0,0,0.20636942807562605,low
IGP1784,868,0.9516129032258065,0.01152073732718894,33,5.863943701850314,0,0,0,27,0,0,0.9516129032258065,0.03751624719366655,0.026916802610114192,0.7512487307564771,0.0,0.0,0,0.38436542533386536,medium
JLF3346,711,0.509142053445851,0.0,1,5.014317173453645,0,0,0,16,0,0,0.509142053445851,0.0,0.0008156606851549756,0.6424003373325045,0.0,0.0,0,0.21984749872014414,low
KSM1518,712,0.4058988764044944,0.0,1,4.427016445918252,0,0,0,13,0,0,0.4058988764044944,0.0,0.0008156606851549756,0.5671593478949524,0.0,0.0,0,0.17980699832297814,low
LCH1789,712,0.9213483146067416,0.0,1,5.454184569319492,0,0,0,20,0,0,0.9213483146067416,0.0,0.0008156606851549756,0.6987531673811803,0.0,0.0,0,0.35969645360214414,medium
LRM1922,1017,0.3500491642084562,0.0,13,3.84843684755316,703,697,6,1914,1261,0,0.3500491642084562,0.0,0.010603588907014683,0.4930356504289935,0.20689655172413793,0.1496380681143942,0,0.2692791202322126,low
LRS1165,712,0.9353932584269663,0.0,1,5.456631791910857,0,0,0,49,0,0,0.9353932584269663,0.0,0.0008156606851549756,0.6990666889562701,0.0,0.0,0,0.3643297113052882,medium
LTR1729,712,0.5,0.0,1,4.521832917015828,0,0,0,35,0,0,0.5,0.0,0.0008156606851549756,0.5793065916593128,0.0,0.0,0,0.21167379374874185,low
MCR3885,712,0.5126404494382022,0.0,1,5.017393969448933,0,0,0,36,0,0,0.5126404494382022,0.0,0.0008156606851549756,0.6427945155858746,0.0,0.0,0,0.22102750084180495,low
MPY0478,712,0.5,0.0,1,4.026404410096984,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.5158356485658591,0.0,0.0,0,0.20646826933470008,low
NCS0425,712,0.5,0.0,1,4.517178686464612,0,0,0,21,0,0,0.5,0.0,0.0008156606851549756,0.5787103231799368,0.0,0.0,0,0.21162489121199926,low
OXS0363,712,0.5,0.0,1,3.5104755604526137,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.4497383404805714,0.0,0.0,0,0.20104734545723688,low
PAF1373,1139,0.6330114135206322,0.0,77,4.525905027275605,0,0,0,746,0,0,0.6330114135206322,0.0,0.06280587275693311,0.5798282828316194,0.0,0.0,0,0.2655200937407853,low
RAH2750,712,1.0,0.0,1,5.526777162775949,0,0,0,55,0,0,1.0,0.0,0.0008156606851549756,0.7080532385396529,0.0,0.0,0,0.3862614412858112,medium
RHA3613,712,0.5,0.0,1,4.018567936064743,0,0,0,19,0,0,0.5,0.0,0.0008156606851549756,0.5148316926157926,0.0,0.0,0,0.20638593059898913,low
RHB1721,712,1.0,0.0,1,5.514579981886002,0,0,0,0,0,0,1.0,0.0,0.0008156606851549756,0.7064906183767942,0.0,0.0,0,0.38613328410063025,medium
RND1473,712,0.5,0.0,1,4.520282476296481,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.5791079597007293,0.0,0.0,0,0.2116575030894351,low
UKS1465,938,0.3816631130063966,0.0,103,4.105559430149193,380,376,4,1862,789,0,0.3816631130063966,0.0,0.08401305057096248,0.5259764533502675,0.13793103448275862,0.09362762548949805,0,0.2544564113652206,low
UXC1495,1341,0.3512304250559284,0.005965697240865026,113,4.379586559762197,373,370,3,5502,3437,0,0.3512304250559284,0.019426757681791237,0.09216965742251224,0.5610829522836819,0.10344827586206896,0.40785570191052567,0,0.37224817274146543,medium
VTL0314,1277,0.5497259201252936,0.0,127,4.418544502425784,0,0,0,68,0,0,0.5497259201252936,0.0,0.10358890701468189,0.5660739799038258,0.0,0.0,0,0.2437592247796907,low
WDD2677,812,0.4396551724137931,0.0,48,4.324810110790603,2502,2485,17,8776,6018,0,0.4396551724137931,0.0,0.03915171288743882,0.554065364827603,0.5862068965517241,0.7141331434674262,0,0.6331729553009112,medium
ZAW3833,712,0.49859550561797755,0.0,1,3.5172530469150836,0,0,0,29,0,0,0.49859550561797755,0.0,0.0008156606851549756,0.4506066261193034,0.0,0.0,0,0.2006578028431808,low
ZMB3863,712,0.5,0.0,1,3.5216424998939138,0,0,0,41,0,0,0.5,0.0,0.0008156606851549756,0.45116897309033943,0.0,0.0,0,0.20116467777679461,low
AAP1919,906,0.39514348785871967,0.0,89,4.197092066891083,3089,3070,19,439,284,0,0.39514348785871967,0.0,0.07259380097879282,0.5377029945094948,0.6551724137931034,0.03370119852853922,0,0.360656843802543,medium
AIA2005,458,1.0,0.0,1,5.517913024529643,0,0,0,16,0,0,1.0,0.0,0.0008156606851549756,0.7069176252143261,0.0,0.0,0,0.3861683047637778,medium
ALB2395,712,0.9789325842696629,0.0,1,5.496867414059788,0,0,0,72,0,0,0.9789325842696629,0.0,0.0008156606851549756,0.7042214042140316,0.0,0.0,0,0.37903585942928375,medium
CBB3018,712,1.0,0.0,1,5.528298310273006,0,0,0,0,0,0,1.0,0.0,0.0008156606851549756,0.7082481176490988,0.0,0.0,0,0.38627742415785565,medium
CCE0745,712,0.4550561797752809,0.0,1,4.478346476280905,0,0,0,0,0,0,0.4550561797752809,0.0,0.0008156606851549756,0.5737354035531038,0.0,0.0,0,0.1964727344539111,low
CCH1508,712,0.4508426966292135,0.0,1,4.47141304119105,0,0,0,0,0,0,0.4508426966292135,0.0,0.0008156606851549756,0.5728471388329988,0.0,0.0,0,0.19501762071642206,low
CFR1523,712,0.476123595505618,0.0,1,4.502028915178458,0,0,0,0,0,0,0.476123595505618,0.0,0.0008156606851549756,0.5767694371433975,0.0,0.0,0,0.203632885248556,low
CSM2819,834,0.4184652278177458,0.0,55,4.752917935049407,0,0,0,79,0,0,0.4184652278177458,0.0,0.044861337683523655,0.6089116382493381,0.0,0.0,0,0.19457851441036192,low
CTH3020,712,1.0,0.0,1,5.523732538233302,0,0,0,0,0,0,1.0,0.0,0.0008156606851549756,0.7076631818747889,0.0,0.0,0,0.38622945106488726,medium
DFP3615,1113,0.32345013477088946,0.0,59,3.370650225298072,0,0,0,37,0,0,0.32345013477088946,0.0,0.04812398042414356,0.4318248660505043,0.0,0.0,0,0.1494196528945513,low
DHM1476,712,0.4859550561797753,0.0,1,4.507749323487297,0,0,0,80,0,0,0.4859550561797753,0.0,0.0008156606851549756,0.577502297092252,0.0,0.0,0,0.20691827135521704,low
DRB1780,711,1.0,0.0,1,5.516108762024859,0,0,0,0,0,0,1.0,0.0,0.0008156606851549756,0.7066864753285858,0.0,0.0,0,0.3861493471697217,medium
DRS0032,712,0.9382022471910112,0.0,1,5.454662621687972,0,0,0,36,0,0,0.9382022471910112,0.0,0.0008156606851549756,0.6988144122111645,0.0,0.0,0,0.3652305298975074,medium
GTC0747,816,0.4375,0.0,49,4.321152050820823,3056,3045,11,1206,815,0,0.4375,0.0,0.0399673735725938,0.5535967189726878,0.3793103448275862,0.09671294648154741,0,0.32846947003183413,medium
HLC1172,898,0.8084632516703786,0.0,87,5.101329029087209,0,0,0,44,0,0,0.8084632516703786,0.0,0.07096247960848287,0.6535477066506742,0.0,0.0,0,0.33046228932973604,medium
HNC0074,1080,0.3314814814814815,0.0,40,3.37919434929093,417,413,4,1784,383,0,0.3314814814814815,0.0,0.03262642740619902,0.4329194813182183,0.13793103448275862,0.045449151536727184,0,0.20217647404142366,low
JCP3883,834,0.4460431654676259,0.009592326139088728,22,5.330005019646918,0,0,0,55,0,0,0.4460431654676259,0.03123654922216073,0.01794453507340946,0.6828441249652385,0.0,0.0,0,0.21039773686805466,low
KHC2129,712,0.5,0.0,1,4.524930895044059,0,0,0,44,0,0,0.5,0.0,0.0008156606851549756,0.5797034836112062,0.0,0.0,0,0.21170634456088716,low
KQD0274,1175,0.2851063829787234,0.0,87,4.078564954420384,0,0,0,40,0,0,0.2851063829787234,0.0,0.07096247960848287,0.5225181040447813,0.0,0.0,0,0.148025018668714,low
LKS1010,712,0.3862359550561798,0.0,1,3.919164304288388,0,0,0,0,0,0,0.3862359550561798,0.0,0.0008156606851549756,0.5020967729096216,0.0,0.0,0,0.16802037511265014,low
LMJ1783,712,0.976123595505618,0.0,1,5.494290885652313,0,0,0,0,0,0,0.976123595505618,0.0,0.0008156606851549756,0.7038913168540074,0.0,0.0,0,0.3780872786577212,medium
MBH1370,1033,0.7066795740561471,0.001936108422071636,8,4.838791309150813,3070,3057,13,2582,488,0,0.7066795740561471,0.006304763323156353,0.0065252854812398045,0.6199131530283939,0.4482758620689655,0.05790910169692655,0,0.4188194813300572,medium
NMS1493,712,0.49157303370786515,0.0,1,4.5143224090318,0,0,0,0,0,0,0.49157303370786515,0.0,0.0008156606851549756,0.578344396270473,0.0,0.0,0,0.20883035330384386,low
NSC1939,997,0.30090270812437314,0.0,1,3.4032256212405207,156,155,1,311,184,0,0.30090270812437314,0.0,0.0008156606851549756,0.43599820503531284,0.034482758620689655,0.021834579328349354,0,0.15204313961087274,low
QNG2121,712,0.5,0.0,1,4.521832917015828,0,0,0,67,0,0,0.5,0.0,0.0008156606851549756,0.5793065916593128,0.0,0.0,0,0.21167379374874185,low
ROR3967,712,0.9943820224719101,0.0,1,6.009700322754081,0,0,0,19,0,0,0.9943820224719101,0.0,0.0008156606851549756,0.7699220813240749,0.0,0.0,0,0.38949255279711836,medium
RXG1504,712,0.46348314606741575,0.0,1,4.479765697006292,0,0,0,3,0,0,0.46348314606741575,0.0,0.0008156606851549756,0.5739172244952582,0.0,0.0,0,0.19925217304163906,low
SKM3058,712,0.5,0.0,1,3.5136725470106667,0,0,0,57,0,0,0.5,0.0,0.0008156606851549756,0.45014791673438587,0.0,0.0,0,0.20108093656341444,low
SPW0753,712,0.48314606741573035,0.0,1,4.509881409307403,0,0,0,42,0,0,0.48314606741573035,0.0,0.0008156606851549756,0.5777754454796953,0.0,0.0,0,0.20601916453595165,low
TIE1175,991,0.7103935418768921,0.0,1,4.700257619986169,676,673,3,1061,682,0,0.7103935418768921,0.0,0.0008156606851549756,0.6021651555298654,0.10344827586206896,0.08093034294529489,0,0.34120956624142745,medium
ZCT1009,712,0.9592696629213483,0.0,1,5.478775984010395,0,0,0,0,0,0,0.9592696629213483,0.0,0.0008156606851549756,0.7019036527905504,0.0,0.0,0,0.37239520845423585,medium
ACR0748,712,0.5,0.0,1,4.515625335353019,0,0,0,42,0,0,0.5,0.0,0.0008156606851549756,0.5785113183616206,0.0,0.0,0,0.21160856997286578,low
ADB0350,712,0.4957865168539326,0.0,1,4.51808119110947,0,0,0,84,0,0,0.4957865168539326,0.0,0.0008156606851549756,0.5788259459593195,0.0,0.0,0,0.21025211059629545,low
AKL1605,996,0.3373493975903614,0.0,4,3.4463554292011978,354,349,5,5497,3727,0,0.3373493975903614,0.0,0.0032626427406199023,0.4415237037671655,0.1724137931034483,0.4422688975910763,0,0.37119934339507626,medium
APA1788,1346,0.6277860326894502,0.007429420505200594,87,5.25601426077881,704,697,7,1943,1324,0,0.6277860326894502,0.02419324113231988,0.07096247960848287,0.6733649303287287,0.2413793103448276,0.1571140382105138,0,0.4006011533386393,medium
BLL3585,1025,0.6731707317073171,0.0,16,5.076998960520077,127,127,0,230,113,0,0.6731707317073171,0.0,0.013050570962479609,0.6504307031357004,0.0,0.01340927969621455,0,0.28182252450625805,low
CLG3616,712,0.48314606741573035,0.0,1,4.005315916024804,0,0,0,4,0,0,0.48314606741573035,0.0,0.0008156606851549756,0.5131339336090303,0.0,0.0,0,0.20071763675326415,low
